machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 537, cp.soft = 150, angle = 63.1019711304379, angle.soft = 89.8251344620519
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 386, cp.soft = 27, angle = 68.5565801759968, angle.soft = 89.6597656751963
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 434, cp.soft = 395, angle = 60.9000262404088, angle.soft = 86.7530257680123
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 552, angle = 59.7195033334242, angle.soft = 89.7863109472552
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 682, cp.soft = 150, angle = 84.892002337081, angle.soft = 88.9889559109476
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 393, cp.soft = 1179, angle = 63.1482031552724, angle.soft = 87.8190875728388
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 471, cp.soft = 1199, angle = 81.2930701983355, angle.soft = 88.5819971694401
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 493, cp.soft = 50, angle = 84.0666889979761, angle.soft = 89.8294022006838
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 400, angle = 63.3523461075483, angle.soft = 69.4049647120132
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 370, angle = 56.2867123032133, angle.soft = 86.5484313979631
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 3, angle = 57.2287070577926, angle.soft = 89.10259251747
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 374, cp.soft = 6, angle = 59.9546527379797, angle.soft = 85.9556639455842
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 503, cp.soft = 812, angle = 67.5314652605653, angle.soft = 87.6387653130145
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 398, cp.soft = 242, angle = 71.9760150456092, angle.soft = 89.4283634193006
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 441, cp.soft = 53, angle = 83.0124434066746, angle.soft = 88.7316874082479
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 440, cp.soft = 130, angle = 64.1635943998585, angle.soft = 88.6153619983991
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 402, angle = 51.2860976873161, angle.soft = 68.9711064771507
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 216, angle = 55.6513429599338, angle.soft = 89.7793960284846
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 777, angle = 54.7210024452228, angle.soft = 89.657535014454
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 396, angle = 54.0978448190065, angle.soft = 69.9913368035136
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 537, cp.soft = 1151, angle = 76.7654931775333, angle.soft = 89.7138624690647
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 436, cp.soft = 276, angle = 57.2824696085573, angle.soft = 59.8857152104338
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 397, cp.soft = 364, angle = 48.818219836094, angle.soft = 85.2050516783327
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 1158, angle = 73.1229165558315, angle.soft = 87.6024379659424
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 54.8223501630451, angle.soft = 72.1745399080246
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 378, angle = 52.8642148401574, angle.soft = 72.5745510726606
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 389, angle = 47.8394290502119, angle.soft = 67.1758130515756
machine = jupiter.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 402, angle = 51.0960912347826, angle.soft = 71.6965545121758
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 435, cp.soft = 1187, angle = 90, angle.soft = 90
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 481, cp.soft = 1167, angle = 46.8428222270314, angle.soft = 89.6791291007982
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 609, cp.soft = 1, angle = 78.1217249459392, angle.soft = 89.9763922044847
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 705, cp.soft = 237, angle = 90, angle.soft = 89.9867565441789
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 733, cp.soft = 792, angle = 52.8533321161457, angle.soft = 89.725637304572
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 367, cp.soft = 1177, angle = 47.7593058407891, angle.soft = 84.7995595487203
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 438, cp.soft = 199, angle = 52.8696503634261, angle.soft = 89.3020864266141
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 639, cp.soft = 647, angle = 50.00839951936, angle.soft = 87.1501802817246
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 531, cp.soft = 11, angle = 76.5143558506906, angle.soft = 89.999125949173
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 396, cp.soft = 1122, angle = 25.9861204532772, angle.soft = 89.9708449428421
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 507, cp.soft = 1197, angle = 54.5136336472213, angle.soft = 89.549177645721
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 497, cp.soft = 1166, angle = 77.2714371289268, angle.soft = 89.8876842375534
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 1196, angle = 30.8932106988736, angle.soft = 89.9425383108019
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 27, angle = 28.8516342939858, angle.soft = 88.7402346397154
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 402, angle = 22.8138498081755, angle.soft = 32.3948993002623
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 422, cp.soft = 365, angle = 19.8191290041947, angle.soft = 29.7943245398742
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 408, angle = 34.4143698465793, angle.soft = 17.0836693785158
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 404, cp.soft = 417, angle = 21.7045728979073, angle.soft = 13.672062340939
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 398, cp.soft = 544, angle = 21.3103102218673, angle.soft = 11.6842893714297
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 508, cp.soft = 1036, angle = 47.7386121369839, angle.soft = 18.7323037098449
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 398, angle = 13.6112119440368, angle.soft = 23.7858877001794
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 395, angle = 16.4859399591968, angle.soft = 8.45421493653946
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 9.88084096353214, angle.soft = 14.0905646401829
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 381, angle = 15.6175970589854, angle.soft = 34.6782628576724
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 357, cp.soft = 410, angle = 45.3358748033148, angle.soft = 15.9793383858057
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 497, cp.soft = 997, angle = 58.4450529190664, angle.soft = 14.1504606252477
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 415, cp.soft = 406, angle = 30.8017953594759, angle.soft = 14.383519611021
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 385, cp.soft = 828, angle = 28.9452856881589, angle.soft = 4.02565777431093
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 392, angle = 9.1278113904173, angle.soft = 3.90616429061704
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 401, angle = 13.4843407067169, angle.soft = 6.83667159556213
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 393, cp.soft = 341, angle = 14.8950585027621, angle.soft = 3.22777033592071
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 759, angle = 12.9434387225781, angle.soft = 2.76207202702477
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 407, cp.soft = 399, angle = 13.0225090164905, angle.soft = 1.07076896019819
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 345, angle = 7.82150851568847, angle.soft = 1.14530652237218
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 632, cp.soft = 1093, angle = 58.3913441686867, angle.soft = 43.0486851303432
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 397, cp.soft = 362, angle = 18.2552660970691, angle.soft = 2.07180920918149
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 409, angle = 7.59899598726256, angle.soft = 1.5935510384961
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 416, angle = 7.91582599201944, angle.soft = 1.48152770277764
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 401, angle = 7.93693243744708, angle.soft = 1.45831239729555
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 402, angle = 8.89739919231373, angle.soft = 1.59562570632527
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 387, cp.soft = 859, angle = 27.6575071218302, angle.soft = 1.49473927498264
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 327, angle = 10.2129642714425, angle.soft = 0.745359609092825
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 486, cp.soft = 1, angle = 33.5114727618912, angle.soft = 4.51511964663755
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 398, cp.soft = 13, angle = 20.9439340926102, angle.soft = 1.64289292891621
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 259, angle = 9.40208000880686, angle.soft = 1.17333822854105
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 366, angle = 4.6881952716483, angle.soft = 1.17154188527255
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 404, angle = 4.80444016009415, angle.soft = 1.6421531534518
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 401, angle = 6.74012065677532, angle.soft = 1.20826698930009
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 580, cp.soft = 1192, angle = 68.437785243337, angle.soft = 89.9637240466195
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 421, cp.soft = 2, angle = 84.9500458917789, angle.soft = 89.1771080334603
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 619, cp.soft = 633, angle = 87.280339810368, angle.soft = 89.9597802601445
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 621, cp.soft = 1178, angle = 90, angle.soft = 89.6712590733114
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 395, cp.soft = 433, angle = 70.9021997462806, angle.soft = 89.9588117950792
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 505, cp.soft = 79, angle = 73.0100518060175, angle.soft = 89.0854074031317
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 496, cp.soft = 965, angle = 75.9274863047124, angle.soft = 88.553024443926
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 541, cp.soft = 1138, angle = 61.6419533910268, angle.soft = 88.7235642335567
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 355, cp.soft = 1102, angle = 49.4491569783408, angle.soft = 89.9957477999979
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 395, cp.soft = 431, angle = 38.9499762422984, angle.soft = 85.6448909834515
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 789, cp.soft = 322, angle = 90, angle.soft = 89.9953556853533
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 582, cp.soft = 1124, angle = 90, angle.soft = 88.7079913590179
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 406, cp.soft = 409, angle = 19.6024590427852, angle.soft = 40.6666988262781
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 396, cp.soft = 379, angle = 21.8335249429318, angle.soft = 54.8798742381756
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 405, cp.soft = 1159, angle = 35.5947138601163, angle.soft = 89.5339797804982
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 420, cp.soft = 436, angle = 27.3087972329019, angle.soft = 68.9585359279684
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 515, cp.soft = 41, angle = 60.7720597532819, angle.soft = 78.6008472678262
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 502, cp.soft = 900, angle = 83.1803612920765, angle.soft = 89.9939327917424
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 499, cp.soft = 177, angle = 79.0195400984986, angle.soft = 89.8879863431552
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 418, cp.soft = 1199, angle = 45.3324764273308, angle.soft = 89.9125474721526
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 12.1626502060403, angle.soft = 42.2669746844115
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 424, cp.soft = 407, angle = 29.1035829790392, angle.soft = 49.8137661438736
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 386, angle = 22.8246264276224, angle.soft = 49.3396934158949
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 395, cp.soft = 393, angle = 17.6620858300122, angle.soft = 48.2227409628559
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 546, cp.soft = 2, angle = 76.1300757859638, angle.soft = 89.9618145023202
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 918, angle = 32.0537165173749, angle.soft = 83.6591424497713
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 403, cp.soft = 402, angle = 20.9145492312814, angle.soft = 37.2181101632825
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 401, angle = 29.6730160104463, angle.soft = 27.8366352687184
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 10.8580383456165, angle.soft = 27.1443107024209
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 406, cp.soft = 406, angle = 13.413147055813, angle.soft = 37.4735331675591
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 404, angle = 15.4382834255857, angle.soft = 47.4366046036788
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 399, angle = 15.2148066716205, angle.soft = 45.1923687572906
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 405, cp.soft = 394, angle = 20.681735230026, angle.soft = 14.8111464558123
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 407, cp.soft = 355, angle = 48.118523233073, angle.soft = 42.2873192141978
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 553, cp.soft = 117, angle = 59.6667028220454, angle.soft = 84.3378308658153
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 419, cp.soft = 288, angle = 37.8625770220966, angle.soft = 43.8705428340719
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 402, angle = 9.63980094955369, angle.soft = 28.0593462565883
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 11.2192462787049, angle.soft = 37.6574947489613
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 399, angle = 17.3498734599754, angle.soft = 45.2980547598687
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 394, cp.soft = 385, angle = 14.5905374199714, angle.soft = 60.1711863809767
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 394, cp.soft = 403, angle = 26.8795005337812, angle.soft = 51.2755032093145
machine = kallichore.damtp.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 1158, angle = 17.6909054904253, angle.soft = 21.5003987924363
